Day,Entry Time,Exit Time,Meal Type,Number of People,Time Spent (minutes),Bill Amount ($),Gender,Table Location,Reservation,Customer Satisfaction,Live Music,Age Group,Weather Condition
Monday,17:12,19:14,Breakfast,5,122,78.13,Male,Center,TRUE,1,FALSE,18-25,Rainy
Wednesday,19:45,21:11,Dinner,1,146,87.94,Male,Window,FALSE,3,FALSE,18-25,Cloudy
Sunday,21:12,23:18,Dinner,1,126,88.92,Male,Patio,FALSE,2,TRUE,26-35,Rainy
Monday,22:53,23:27,Lunch,2,94,79.27,Male,Patio,FALSE,1,TRUE,46-55,Sunny
Friday,14:05,14:39,Breakfast,1,34,45.51,Male,Window,FALSE,2,TRUE,26-35,Sunny
Tuesday,20:44,22:12,Dinner,5,148,129.57,Other,Patio,FALSE,4,TRUE,46-55,Snowy
Wednesday,16:23,16:58,Lunch,1,35,82.54,Other,Patio,TRUE,2,TRUE,56-65,Cloudy
Sunday,22:23,24:05:00,Breakfast,2,162,142.86,Male,Window,TRUE,1,FALSE,56-65,Snowy
Monday,21:52,22:29,Lunch,1,97,94.21,Other,Center,TRUE,1,FALSE,18-25,Rainy
Wednesday,21:00,23:23,Breakfast,5,143,123.33,Male,Patio,TRUE,2,FALSE,26-35,Snowy
Sunday,22:06,23:04,Dinner,5,118,145.71,Male,Patio,FALSE,5,TRUE,65+,Sunny
Sunday,14:12,15:15,Dinner,1,63,83.84,Male,Window,FALSE,4,TRUE,56-65,Snowy
Thursday,20:51,22:08,Breakfast,6,137,113.66,Male,Center,FALSE,1,FALSE,46-55,Sunny
Wednesday,17:12,18:46,Dinner,6,94,70.82,Male,Window,TRUE,1,FALSE,26-35,Rainy
Saturday,08:42,10:28,Lunch,6,166,151.09,Female,Patio,TRUE,4,FALSE,56-65,Rainy
Sunday,11:40,11:11,Lunch,5,31,70.07,Male,Center,FALSE,3,TRUE,65+,Rainy
Wednesday,11:53,12:22,Breakfast,4,89,55.85,Other,Window,FALSE,3,FALSE,36-45,Sunny
Monday,12:19,13:25,Lunch,3,66,71.88,Other,Window,FALSE,2,FALSE,36-45,Rainy
Saturday,20:32,20:14,Dinner,5,42,42.98,Other,Window,TRUE,5,FALSE,26-35,Cloudy
Saturday,17:05,19:17,Dinner,2,132,119.51,Male,Center,FALSE,2,TRUE,46-55,Sunny
Saturday,15:25,17:38,Dinner,6,133,98.45,Male,Patio,FALSE,2,FALSE,56-65,Rainy
Wednesday,15:33,15:04,Lunch,4,31,52.3,Female,Patio,FALSE,5,TRUE,56-65,Rainy
Friday,19:17,20:14,Dinner,3,117,105.9,Other,Patio,FALSE,5,TRUE,18-25,Cloudy
Sunday,19:01,19:47,Dinner,2,46,65.7,Male,Center,TRUE,2,FALSE,36-45,Sunny
Thursday,15:41,16:52,Breakfast,6,71,85.78,Female,Center,TRUE,3,FALSE,18-25,Rainy
Friday,19:52,20:05,Breakfast,2,73,51.8,Male,Center,TRUE,2,FALSE,18-25,Cloudy
Tuesday,17:51,17:46,Lunch,6,55,69.44,Female,Center,FALSE,1,TRUE,36-45,Rainy
Sunday,12:38,14:18,Dinner,5,160,151.04,Other,Window,TRUE,2,TRUE,46-55,Sunny
Wednesday,09:01,10:07,Lunch,2,66,106.08,Male,Patio,TRUE,4,FALSE,65+,Rainy
Wednesday,17:37,17:24,Lunch,2,47,59.82,Other,Window,TRUE,5,TRUE,56-65,Snowy
Friday,21:14,22:14,Dinner,3,60,86.28,Female,Patio,TRUE,4,TRUE,26-35,Sunny
Wednesday,20:45,21:05,Dinner,6,80,60.42,Other,Center,FALSE,3,TRUE,56-65,Sunny
Tuesday,22:48,24:00:00,Dinner,1,132,126.64,Male,Window,TRUE,3,FALSE,46-55,Rainy
Thursday,18:48,19:53,Lunch,1,65,69.38,Other,Window,FALSE,5,TRUE,65+,Rainy
Wednesday,14:49,15:52,Breakfast,4,63,81.65,Male,Window,FALSE,5,FALSE,56-65,Sunny
Tuesday,21:31,21:29,Dinner,2,58,73.42,Male,Center,TRUE,5,FALSE,36-45,Rainy
Sunday,18:08,18:51,Lunch,6,43,54.95,Male,Center,FALSE,4,TRUE,36-45,Sunny
Friday,18:40,20:45,Dinner,2,125,103.27,Male,Window,FALSE,5,FALSE,26-35,Cloudy
Wednesday,20:47,20:45,Breakfast,1,58,73.95,Other,Window,FALSE,2,FALSE,36-45,Snowy
Monday,16:51,18:37,Breakfast,1,166,178.96,Male,Center,FALSE,4,TRUE,18-25,Rainy
Monday,19:11,20:02,Breakfast,3,111,105.62,Male,Center,FALSE,2,TRUE,56-65,Sunny
Tuesday,19:23,20:39,Lunch,5,76,48.51,Other,Patio,FALSE,2,FALSE,65+,Snowy
Thursday,11:33,13:33,Dinner,4,120,112.32,Male,Patio,FALSE,3,TRUE,65+,Snowy
Monday,19:37,19:16,Lunch,3,39,49.36,Male,Patio,FALSE,1,FALSE,65+,Cloudy
Tuesday,15:32,17:12,Lunch,2,160,104.46,Female,Patio,FALSE,3,TRUE,46-55,Sunny
Sunday,12:27,14:11,Lunch,4,164,150.29,Male,Window,TRUE,3,TRUE,65+,Cloudy
Friday,16:43,18:41,Dinner,2,178,160.01,Male,Window,TRUE,3,TRUE,36-45,Sunny
Sunday,08:51,09:05,Lunch,1,74,82.76,Other,Patio,FALSE,3,FALSE,65+,Cloudy
Wednesday,08:04,09:01,Breakfast,2,117,115.64,Male,Center,FALSE,1,TRUE,56-65,Rainy
Saturday,08:12,09:28,Lunch,4,76,71.23,Male,Window,FALSE,2,TRUE,18-25,Rainy
Wednesday,20:50,22:47,Dinner,3,177,169.14,Male,Window,FALSE,4,TRUE,46-55,Sunny
Sunday,19:22,20:27,Lunch,6,65,51.29,Female,Window,FALSE,2,TRUE,26-35,Snowy
Sunday,11:46,12:25,Breakfast,5,99,83.71,Female,Center,FALSE,1,TRUE,46-55,Cloudy
Thursday,18:14,19:03,Breakfast,3,109,95.54,Male,Window,FALSE,4,FALSE,65+,Rainy
Wednesday,19:48,21:53,Breakfast,3,125,115.05,Female,Center,TRUE,3,FALSE,46-55,Cloudy
Friday,20:06,22:12,Lunch,5,126,128.9,Female,Center,FALSE,4,FALSE,36-45,Sunny
Wednesday,10:14,12:35,Dinner,2,141,144.06,Other,Window,TRUE,2,TRUE,36-45,Rainy
Thursday,13:10,15:19,Dinner,5,129,100.93,Male,Center,FALSE,1,TRUE,56-65,Rainy
Monday,09:56,11:13,Breakfast,5,137,100.32,Other,Center,TRUE,3,FALSE,18-25,Snowy
Tuesday,20:36,21:45,Lunch,1,69,58.33,Other,Patio,FALSE,3,TRUE,36-45,Snowy
Monday,10:10,12:13,Breakfast,4,123,119.21,Male,Patio,FALSE,4,FALSE,18-25,Sunny
Wednesday,21:02,21:35,Lunch,4,33,71.87,Other,Center,FALSE,1,TRUE,65+,Rainy
Wednesday,10:12,11:42,Dinner,2,90,112.77,Male,Patio,FALSE,4,FALSE,26-35,Rainy
Monday,15:46,17:44,Lunch,3,178,168.41,Female,Center,TRUE,3,TRUE,46-55,Snowy
Saturday,13:33,16:33,Lunch,2,180,141.39,Female,Center,FALSE,1,TRUE,65+,Rainy
Thursday,12:24,14:31,Lunch,1,127,98.13,Other,Center,FALSE,2,TRUE,36-45,Snowy
Monday,14:27,16:37,Dinner,2,130,99.11,Female,Window,FALSE,1,FALSE,56-65,Rainy
Monday,11:26,12:28,Dinner,2,62,117.21,Other,Patio,TRUE,4,TRUE,65+,Rainy
Friday,09:00,10:53,Lunch,4,113,81.12,Female,Window,TRUE,1,FALSE,56-65,Rainy
Saturday,09:00,11:05,Dinner,2,125,103.37,Other,Window,TRUE,3,TRUE,65+,Snowy
Sunday,15:08,17:00,Breakfast,6,172,126.56,Other,Window,FALSE,2,TRUE,65+,Sunny
Wednesday,22:26,22:05,Lunch,2,39,79,Other,Patio,FALSE,4,TRUE,18-25,Snowy
Wednesday,17:14,18:49,Breakfast,1,95,125.09,Male,Patio,TRUE,4,TRUE,65+,Sunny
Monday,11:02,11:35,Breakfast,6,33,46.34,Male,Window,FALSE,5,FALSE,56-65,Sunny
Saturday,20:10,21:40,Lunch,2,90,60.5,Female,Center,FALSE,2,FALSE,18-25,Rainy
Sunday,19:47,21:21,Lunch,3,154,143.2,Female,Center,TRUE,1,TRUE,46-55,Rainy
Thursday,20:34,20:32,Dinner,3,58,68.22,Other,Center,TRUE,1,FALSE,56-65,Rainy
Sunday,19:25,20:08,Dinner,4,103,79.27,Other,Window,TRUE,1,FALSE,26-35,Rainy
Wednesday,15:46,17:57,Dinner,6,131,113.55,Male,Window,FALSE,5,FALSE,46-55,Rainy
Monday,20:52,20:26,Lunch,1,34,47.05,Male,Patio,TRUE,3,FALSE,65+,Cloudy
Saturday,10:23,13:23,Breakfast,4,180,150.4,Male,Center,FALSE,4,FALSE,46-55,Snowy
Friday,20:02,21:03,Dinner,4,61,65.87,Male,Patio,FALSE,1,TRUE,46-55,Cloudy
Wednesday,10:24,11:40,Lunch,1,76,77.72,Female,Window,TRUE,1,TRUE,36-45,Sunny
Friday,22:24,24:24:00,Dinner,5,120,119.75,Female,Patio,TRUE,1,FALSE,18-25,Snowy
Tuesday,22:24,23:33,Lunch,6,69,95.16,Male,Window,FALSE,1,TRUE,56-65,Cloudy
Saturday,15:10,17:21,Lunch,6,131,107.95,Female,Window,TRUE,2,FALSE,46-55,Rainy
Monday,22:23,24:47:00,Breakfast,1,144,161.89,Female,Window,FALSE,5,TRUE,36-45,Snowy
Saturday,17:34,17:16,Lunch,1,42,64.37,Other,Center,FALSE,1,TRUE,36-45,Sunny
Wednesday,19:02,19:32,Dinner,3,30,74.05,Other,Window,TRUE,4,FALSE,46-55,Cloudy
Sunday,21:21,22:23,Lunch,5,62,57.09,Other,Patio,TRUE,2,TRUE,36-45,Cloudy
Thursday,13:49,14:37,Breakfast,4,108,101.04,Female,Window,FALSE,3,FALSE,18-25,Rainy
Sunday,20:06,21:45,Breakfast,5,99,99.18,Other,Patio,FALSE,5,FALSE,56-65,Snowy
Thursday,18:37,19:17,Lunch,3,100,102.38,Male,Patio,TRUE,3,TRUE,26-35,Cloudy
Friday,19:39,20:47,Dinner,1,68,53.39,Male,Patio,FALSE,2,TRUE,26-35,Cloudy
Wednesday,18:28,18:17,Dinner,3,49,77.77,Male,Center,FALSE,4,FALSE,65+,Snowy
Monday,10:59,12:13,Breakfast,5,134,138.66,Female,Patio,TRUE,3,TRUE,56-65,Cloudy
Saturday,20:44,20:17,Breakfast,3,33,34.05,Male,Window,TRUE,1,FALSE,56-65,Sunny
Monday,17:15,19:53,Lunch,1,158,155.1,Male,Center,TRUE,2,TRUE,46-55,Sunny
Wednesday,08:50,09:09,Lunch,6,79,55.44,Male,Window,FALSE,3,FALSE,26-35,Snowy
Wednesday,22:14,23:40,Breakfast,6,86,97.24,Other,Center,TRUE,5,FALSE,65+,Snowy
Saturday,16:33,18:41,Lunch,5,128,141.05,Other,Patio,FALSE,4,TRUE,36-45,Snowy
Monday,15:36,17:58,Breakfast,3,142,105.33,Male,Window,FALSE,1,FALSE,26-35,Sunny
Friday,08:03,10:04,Dinner,6,121,138.88,Male,Window,TRUE,4,TRUE,18-25,Rainy
Wednesday,17:43,19:57,Breakfast,2,134,151.07,Other,Window,TRUE,5,FALSE,65+,Snowy
Friday,13:05,14:55,Breakfast,3,110,134.96,Other,Patio,TRUE,4,TRUE,36-45,Sunny
Monday,12:52,14:26,Lunch,6,154,153.94,Male,Window,TRUE,5,FALSE,46-55,Cloudy
Tuesday,11:45,12:02,Dinner,2,77,72.41,Male,Window,FALSE,3,FALSE,65+,Snowy
Tuesday,16:45,16:36,Dinner,6,51,69.55,Female,Center,TRUE,4,FALSE,26-35,Snowy
Wednesday,13:22,14:23,Lunch,1,61,79.6,Other,Window,FALSE,2,TRUE,56-65,Sunny
Saturday,20:13,21:13,Lunch,6,60,70.73,Other,Patio,FALSE,1,FALSE,36-45,Cloudy
Tuesday,21:51,21:42,Breakfast,1,51,72.59,Other,Center,FALSE,1,TRUE,65+,Snowy
Tuesday,18:22,20:49,Lunch,1,147,105.39,Other,Window,FALSE,5,FALSE,56-65,Rainy
Thursday,22:15,23:58,Breakfast,2,103,96.25,Male,Patio,FALSE,1,FALSE,26-35,Rainy
Thursday,13:18,13:14,Lunch,6,56,80.77,Female,Window,FALSE,5,FALSE,18-25,Sunny
Friday,18:39,19:33,Breakfast,6,114,121.81,Female,Window,FALSE,1,TRUE,56-65,Sunny
Thursday,15:02,17:40,Breakfast,4,158,127.36,Male,Window,TRUE,1,TRUE,18-25,Rainy
Thursday,22:20,24:23:00,Breakfast,3,123,133.68,Male,Window,TRUE,4,FALSE,36-45,Rainy
Monday,21:21,22:46,Dinner,3,85,91.21,Other,Window,TRUE,4,FALSE,26-35,Cloudy
Sunday,22:38,24:25:00,Lunch,5,167,112.3,Male,Window,TRUE,2,FALSE,56-65,Snowy
Tuesday,18:36,19:32,Lunch,2,116,139.51,Other,Patio,TRUE,5,FALSE,36-45,Snowy
Friday,18:14,18:54,Dinner,6,40,88.3,Male,Patio,TRUE,4,TRUE,36-45,Sunny
Tuesday,18:29,19:16,Dinner,4,107,116.1,Other,Center,FALSE,5,FALSE,65+,Snowy
Wednesday,09:09,10:00,Dinner,4,111,108.12,Female,Window,TRUE,2,FALSE,65+,Snowy
Tuesday,11:21,13:05,Dinner,5,164,143.21,Female,Center,FALSE,4,TRUE,56-65,Sunny
Sunday,14:22,15:03,Lunch,1,101,125.18,Male,Patio,TRUE,4,TRUE,65+,Sunny
Monday,22:02,24:21:00,Dinner,2,139,93.92,Male,Patio,TRUE,2,FALSE,65+,Rainy
Sunday,18:09,20:38,Breakfast,1,149,116.75,Other,Window,FALSE,3,FALSE,18-25,Sunny
Thursday,16:44,17:41,Breakfast,3,117,149.48,Female,Center,TRUE,5,TRUE,18-25,Sunny
Saturday,21:16,21:46,Dinner,6,30,34.43,Female,Center,TRUE,1,FALSE,65+,Snowy
Friday,15:50,17:09,Breakfast,1,139,129.17,Male,Window,FALSE,2,TRUE,36-45,Snowy
Thursday,13:38,13:30,Lunch,1,52,68.8,Male,Window,TRUE,4,FALSE,46-55,Snowy
Friday,16:57,17:46,Lunch,1,109,67.91,Female,Window,FALSE,3,FALSE,26-35,Cloudy
Wednesday,19:09,19:07,Breakfast,5,58,53.59,Other,Patio,FALSE,4,FALSE,26-35,Snowy
Monday,16:02,18:15,Lunch,6,133,116.52,Female,Center,TRUE,1,TRUE,18-25,Snowy
Thursday,17:37,19:12,Lunch,3,155,157.47,Male,Patio,TRUE,4,FALSE,18-25,Rainy
Saturday,20:44,22:14,Breakfast,5,150,112.27,Female,Window,TRUE,1,FALSE,18-25,Snowy
Friday,09:12,11:39,Lunch,1,147,120,Female,Window,FALSE,1,TRUE,18-25,Snowy
Saturday,16:00,17:48,Dinner,6,108,82.3,Male,Center,TRUE,3,FALSE,65+,Cloudy
Sunday,16:29,17:26,Lunch,3,117,93.27,Other,Center,FALSE,2,TRUE,65+,Cloudy
Saturday,12:45,13:01,Lunch,6,76,95.85,Female,Window,TRUE,2,FALSE,36-45,Snowy
Thursday,17:54,18:37,Dinner,3,103,107.16,Other,Window,TRUE,1,FALSE,65+,Cloudy
Saturday,14:22,16:21,Dinner,5,179,114.95,Male,Patio,FALSE,2,TRUE,18-25,Sunny
Saturday,21:10,21:52,Lunch,2,42,53.51,Female,Center,FALSE,4,FALSE,26-35,Rainy
Monday,12:55,13:07,Lunch,5,72,102.54,Male,Center,FALSE,4,FALSE,18-25,Rainy
Monday,14:26,16:40,Breakfast,3,134,103.42,Male,Patio,TRUE,3,TRUE,65+,Snowy
Wednesday,20:02,20:43,Breakfast,3,41,62.57,Female,Patio,TRUE,1,FALSE,36-45,Cloudy
Friday,20:48,20:34,Dinner,4,46,79.45,Female,Patio,FALSE,4,TRUE,18-25,Snowy
Sunday,16:33,18:10,Lunch,3,157,138.35,Other,Center,TRUE,1,FALSE,26-35,Sunny
Sunday,16:26,18:40,Breakfast,5,134,132.52,Female,Window,FALSE,3,TRUE,46-55,Snowy
Sunday,19:34,21:38,Dinner,2,124,83.08,Male,Patio,TRUE,2,FALSE,46-55,Sunny
Sunday,17:41,18:03,Dinner,4,82,89.59,Female,Center,TRUE,2,TRUE,46-55,Rainy
Thursday,21:42,23:08,Breakfast,4,146,144.48,Female,Center,TRUE,5,FALSE,18-25,Rainy
Thursday,21:58,22:28,Breakfast,3,90,104.31,Other,Center,TRUE,5,TRUE,56-65,Rainy
Sunday,15:33,15:03,Breakfast,4,30,50.02,Male,Center,TRUE,4,TRUE,56-65,Rainy
Friday,16:54,17:03,Breakfast,3,69,70.08,Male,Patio,FALSE,3,TRUE,65+,Sunny
Friday,18:40,20:06,Dinner,4,146,122.55,Female,Patio,TRUE,2,TRUE,46-55,Rainy
Wednesday,12:08,12:40,Dinner,6,32,54.68,Female,Window,TRUE,1,FALSE,46-55,Snowy
Wednesday,14:21,16:25,Dinner,5,124,112.11,Other,Center,TRUE,2,TRUE,46-55,Rainy
Friday,21:11,22:53,Dinner,1,102,103.15,Female,Window,FALSE,2,TRUE,65+,Cloudy
Saturday,10:17,12:28,Breakfast,5,131,137.27,Male,Patio,TRUE,5,FALSE,36-45,Rainy
Tuesday,10:25,10:17,Lunch,2,52,53.67,Female,Center,FALSE,3,FALSE,18-25,Cloudy
Monday,08:14,09:32,Dinner,4,78,98.53,Female,Window,TRUE,5,TRUE,26-35,Rainy
Monday,22:21,23:41,Breakfast,6,80,90.07,Female,Center,TRUE,3,FALSE,26-35,Snowy
Sunday,21:02,21:49,Breakfast,2,47,90.57,Other,Window,FALSE,5,TRUE,36-45,Snowy
Friday,11:15,12:05,Breakfast,1,110,105.47,Female,Patio,TRUE,5,TRUE,26-35,Sunny
Friday,09:49,10:54,Dinner,4,65,108.86,Other,Center,FALSE,4,TRUE,56-65,Rainy
Friday,17:09,18:27,Dinner,5,78,80.35,Male,Patio,FALSE,4,FALSE,65+,Rainy
Wednesday,08:11,09:17,Breakfast,1,66,87.98,Female,Patio,TRUE,1,FALSE,46-55,Cloudy
Thursday,18:35,18:30,Breakfast,4,55,81.08,Male,Patio,TRUE,3,TRUE,56-65,Rainy
Thursday,11:24,13:27,Dinner,1,123,97.46,Female,Center,FALSE,1,FALSE,65+,Snowy
Wednesday,22:42,23:09,Lunch,6,87,99.92,Female,Center,FALSE,1,TRUE,65+,Cloudy
Wednesday,14:38,15:16,Lunch,6,98,146.51,Other,Center,TRUE,5,TRUE,56-65,Cloudy
Sunday,12:04,14:26,Dinner,4,142,132.43,Female,Patio,TRUE,1,TRUE,18-25,Snowy
Monday,17:19,18:03,Lunch,3,104,78.68,Female,Center,FALSE,3,TRUE,46-55,Sunny
Monday,14:19,16:04,Dinner,5,165,197.67,Male,Center,TRUE,5,TRUE,36-45,Sunny
Monday,10:20,11:57,Breakfast,5,97,104.48,Female,Center,TRUE,3,FALSE,46-55,Snowy
Wednesday,19:41,21:37,Breakfast,4,176,134.77,Other,Window,FALSE,3,FALSE,65+,Snowy
Sunday,08:50,10:50,Dinner,6,120,140.61,Female,Center,FALSE,4,TRUE,18-25,Sunny
Tuesday,09:11,09:58,Lunch,1,47,77.95,Female,Center,TRUE,5,TRUE,36-45,Cloudy
Thursday,09:19,10:08,Dinner,3,109,134.9,Other,Center,TRUE,4,FALSE,65+,Rainy
Thursday,10:09,11:03,Lunch,3,114,91.09,Male,Window,FALSE,1,TRUE,46-55,Sunny
Tuesday,17:02,18:54,Dinner,1,112,77.71,Male,Patio,FALSE,3,TRUE,46-55,Sunny
Saturday,17:54,17:26,Dinner,3,32,63.5,Male,Center,FALSE,4,FALSE,56-65,Rainy
Friday,19:07,20:47,Breakfast,4,100,85.73,Female,Center,TRUE,4,FALSE,26-35,Rainy
Wednesday,12:41,13:22,Dinner,5,101,138.72,Female,Patio,TRUE,4,TRUE,56-65,Snowy
Saturday,18:55,20:21,Lunch,3,146,117.56,Male,Window,FALSE,5,FALSE,26-35,Cloudy
Friday,21:51,23:48,Lunch,1,177,123.59,Female,Center,FALSE,1,TRUE,46-55,Rainy
Thursday,10:33,11:01,Breakfast,1,88,76.28,Female,Window,TRUE,1,FALSE,36-45,Sunny
Wednesday,18:25,19:14,Breakfast,1,109,108.47,Other,Center,FALSE,1,TRUE,36-45,Cloudy
Wednesday,11:15,11:11,Dinner,6,56,54.04,Other,Center,TRUE,3,FALSE,26-35,Sunny
Wednesday,22:07,24:21:00,Breakfast,3,134,120.41,Other,Window,TRUE,2,TRUE,26-35,Snowy
Monday,12:46,14:01,Lunch,6,135,129.49,Female,Center,FALSE,2,TRUE,65+,Cloudy
Tuesday,17:10,17:57,Breakfast,6,47,56.34,Other,Window,TRUE,2,TRUE,56-65,Sunny
Monday,16:28,17:23,Dinner,2,115,77.8,Female,Patio,FALSE,1,TRUE,26-35,Cloudy
Friday,21:20,22:49,Lunch,6,89,83.8,Other,Center,TRUE,5,FALSE,65+,Cloudy
Saturday,15:33,17:48,Dinner,1,135,136.65,Other,Window,FALSE,4,TRUE,36-45,Snowy
Monday,19:12,21:44,Breakfast,3,152,92.51,Male,Window,FALSE,3,FALSE,18-25,Sunny
Tuesday,15:00,16:20,Dinner,3,80,99.97,Other,Window,FALSE,4,TRUE,18-25,Sunny
Tuesday,08:22,09:59,Dinner,3,97,83.17,Other,Patio,FALSE,3,FALSE,46-55,Cloudy
Friday,19:47,21:56,Dinner,2,129,115.83,Male,Patio,FALSE,3,TRUE,36-45,Snowy
Friday,19:27,20:01,Lunch,5,94,109.49,Female,Window,TRUE,1,TRUE,46-55,Cloudy
Saturday,10:46,10:23,Lunch,5,37,46.93,Other,Patio,TRUE,4,FALSE,56-65,Sunny
Thursday,09:34,10:57,Lunch,5,83,72.05,Female,Window,FALSE,3,FALSE,18-25,Cloudy
Monday,17:00,17:30,Dinner,3,30,25.12,Male,Patio,FALSE,1,FALSE,56-65,Sunny
Thursday,17:07,19:46,Lunch,5,159,110.62,Other,Window,FALSE,2,FALSE,65+,Sunny
Thursday,08:29,10:26,Dinner,3,177,189.89,Male,Window,TRUE,5,TRUE,56-65,Snowy
Thursday,10:36,11:22,Breakfast,1,106,104.79,Male,Center,TRUE,5,TRUE,36-45,Cloudy
Monday,16:14,18:07,Lunch,6,173,133.92,Female,Patio,FALSE,2,FALSE,56-65,Sunny
Thursday,14:32,15:03,Lunch,2,91,89.33,Other,Center,FALSE,2,TRUE,56-65,Cloudy
Wednesday,16:11,18:48,Dinner,3,157,97.39,Female,Center,TRUE,3,FALSE,18-25,Cloudy
Tuesday,16:11,17:24,Dinner,4,73,92.91,Male,Patio,TRUE,1,FALSE,26-35,Snowy
Sunday,21:01,22:23,Dinner,2,82,76.19,Female,Center,TRUE,2,TRUE,56-65,Rainy
Tuesday,21:41,21:18,Breakfast,4,37,38,Other,Window,TRUE,4,FALSE,56-65,Snowy
Monday,17:21,18:46,Lunch,1,85,97.32,Male,Window,FALSE,3,TRUE,65+,Rainy
Thursday,13:05,15:06,Breakfast,1,121,78.05,Male,Patio,FALSE,3,FALSE,18-25,Sunny
Sunday,12:52,13:03,Breakfast,1,71,91.55,Other,Window,TRUE,3,TRUE,65+,Rainy
Saturday,19:46,21:25,Dinner,6,159,114.53,Male,Center,TRUE,3,FALSE,18-25,Sunny
Wednesday,21:27,22:20,Lunch,4,113,98.61,Other,Patio,FALSE,2,FALSE,26-35,Rainy
Saturday,15:07,17:39,Dinner,2,152,138.66,Male,Window,TRUE,5,TRUE,18-25,Sunny
Thursday,20:31,22:21,Breakfast,5,170,178.19,Male,Patio,FALSE,4,TRUE,46-55,Rainy
Wednesday,15:26,17:29,Lunch,4,123,92.74,Male,Center,TRUE,1,FALSE,26-35,Cloudy
Thursday,22:55,23:57,Dinner,5,62,107.99,Other,Center,FALSE,4,TRUE,65+,Snowy
Friday,09:56,11:45,Lunch,4,169,124.1,Female,Center,FALSE,2,FALSE,65+,Snowy
Tuesday,14:59,15:07,Dinner,3,68,78.15,Male,Window,TRUE,3,FALSE,56-65,Rainy
Tuesday,09:03,10:05,Dinner,1,62,68.09,Male,Window,FALSE,2,TRUE,46-55,Rainy
Sunday,19:07,20:03,Dinner,1,116,91,Female,Center,FALSE,3,TRUE,46-55,Sunny
Thursday,16:18,18:49,Lunch,3,151,108.64,Other,Patio,FALSE,1,TRUE,36-45,Rainy
Saturday,11:29,13:09,Lunch,1,160,119.67,Other,Center,TRUE,3,FALSE,65+,Cloudy
Tuesday,21:21,23:41,Dinner,1,140,85.72,Male,Window,FALSE,2,FALSE,26-35,Sunny
Monday,20:05,21:42,Dinner,6,97,75.09,Female,Window,FALSE,3,TRUE,46-55,Cloudy
Friday,13:31,15:18,Breakfast,5,167,151.1,Male,Window,FALSE,4,FALSE,46-55,Sunny
Thursday,18:24,20:24,Dinner,5,120,144.16,Female,Center,FALSE,5,TRUE,36-45,Rainy
Thursday,14:03,15:59,Dinner,3,116,111.66,Male,Center,TRUE,3,FALSE,36-45,Sunny
Wednesday,20:20,21:44,Lunch,4,84,85.23,Male,Center,TRUE,1,FALSE,36-45,Rainy
Thursday,15:49,15:33,Lunch,1,44,50.55,Female,Center,TRUE,3,TRUE,46-55,Rainy
Tuesday,13:09,13:55,Dinner,2,46,76.18,Other,Window,TRUE,2,TRUE,18-25,Sunny
Friday,17:01,19:57,Breakfast,5,176,143.16,Female,Window,TRUE,3,FALSE,65+,Rainy
Thursday,08:38,08:08,Breakfast,4,30,90.84,Other,Patio,TRUE,5,TRUE,46-55,Snowy
Wednesday,21:09,23:50,Breakfast,4,161,114.04,Female,Center,FALSE,3,TRUE,26-35,Rainy
Tuesday,21:40,22:34,Lunch,2,114,116.29,Male,Window,TRUE,5,FALSE,56-65,Snowy
Friday,08:21,09:39,Breakfast,3,78,49.02,Female,Center,FALSE,1,FALSE,46-55,Cloudy
Friday,14:27,15:11,Breakfast,5,104,99.06,Female,Window,TRUE,3,FALSE,46-55,Rainy
Tuesday,21:43,23:51,Dinner,6,128,113.85,Other,Window,FALSE,3,FALSE,56-65,Cloudy
Thursday,17:26,18:30,Lunch,4,64,69.41,Male,Patio,FALSE,5,FALSE,36-45,Cloudy
Wednesday,16:29,18:20,Breakfast,6,171,135.64,Male,Patio,FALSE,3,TRUE,36-45,Rainy
Tuesday,20:37,21:11,Lunch,1,94,107.27,Female,Center,TRUE,5,TRUE,18-25,Sunny
Friday,20:40,21:02,Breakfast,5,82,89.21,Female,Window,FALSE,3,FALSE,46-55,Rainy
Monday,12:33,13:25,Lunch,5,112,78.13,Female,Center,FALSE,2,FALSE,36-45,Sunny
Thursday,11:28,12:28,Breakfast,6,60,74.43,Other,Patio,FALSE,3,TRUE,46-55,Rainy
Wednesday,08:53,10:48,Breakfast,1,175,139.48,Female,Center,FALSE,3,TRUE,46-55,Rainy
Tuesday,20:45,22:37,Breakfast,1,172,130.11,Other,Center,FALSE,5,FALSE,56-65,Snowy
Saturday,12:58,12:43,Breakfast,3,45,78.98,Male,Window,TRUE,1,FALSE,56-65,Cloudy
Wednesday,17:57,17:46,Dinner,6,49,74.23,Female,Window,FALSE,2,FALSE,65+,Rainy
Friday,15:46,15:34,Dinner,2,48,54.83,Female,Window,FALSE,5,FALSE,46-55,Cloudy
Friday,13:04,14:22,Dinner,3,78,78.97,Male,Center,FALSE,2,FALSE,36-45,Cloudy
Monday,10:16,10:00,Dinner,5,44,45.63,Female,Window,TRUE,3,TRUE,26-35,Rainy
Friday,20:30,21:11,Breakfast,6,101,93.39,Female,Window,FALSE,3,TRUE,56-65,Cloudy
Thursday,13:05,15:16,Lunch,6,131,114.73,Other,Center,TRUE,5,FALSE,65+,Cloudy
Thursday,16:46,16:41,Lunch,6,55,87.84,Male,Center,FALSE,5,FALSE,56-65,Rainy
